HOSTNAME,STATO,RESPONSABILE,SISTEMA OPERATIVO,DATA EOS,FONTE
alteonos-32-4-6-0-rls-159_d508780b-4d63-461d-bd24-a0d5f81ac4f4,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
alteonos-32-4-6-0-rls-159_8e7aa1f4-2019-4b93-ab65-e81753c6601b,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
alteonos-32-4-6-0-rls-159_989a1959-68b5-4a1b-99c6-9ca0cf9e9778,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
alteonos-32-4-6-0-rls-159_262fdc22-9b3b-46a2-b89d-91fc67c758ad,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
manila-service-image,CONFIGURATO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
alteonos-32-4-1-50-rls-59_234d0824-b037-4614-a05c-7d9dd7a30202,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
alteonos-32-4-1-50-rls-59_987f7162-4e87-4a2f-b307-0ad448e7773e,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
alteonos-32-4-6-0-rls-159_d4ce19a6-af6b-47cc-924f-e0116dd26b6b,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
rmpv-ljmtp05,OPERATIVO,PV_TechnicalSupport,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
rmpv-ljmtp06,OPERATIVO,PV_TechnicalSupport,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
spapp01,OPERATIVO,PV_TechnicalSupport,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
rmpv-ljmtp03,CONFIGURATO,PV_TechnicalSupport,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
rmpv-ljmtp07,OPERATIVO,PV_TechnicalSupport,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
rmpv-ljmtp10,CONFIGURATO,PV_TechnicalSupport,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
rmpv-lspdas01,CONFIGURATO,PV_TechnicalSupport,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
spapp02,OPERATIVO,PV_TechnicalSupport,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
rmpv-ljmtp01,OPERATIVO,PV_TechnicalSupport,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
rmpv-ljmtp02,OPERATIVO,PV_TechnicalSupport,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
alteonos-32-4-6-0-rls-159_58d30f9e-1151-48c3-8f8c-c719e3a5c0d6,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
alteonos-32-4-1-50-rls-59_369802df-69f4-4165-a234-d60c4f08efd3,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
alteonos-32-4-6-0-rls-159_921416f0-6f4f-4df5-a7bc-81e8b4975b78,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
pomezia-unifi,CONFIGURATO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
ubuntu_freshinstall,CONFIGURATO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
ubuntu_parent_01,CONFIGURATO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
vrealize-network-insight-proxy-v3,CONFIGURATO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
vrealize-network-insight-v3,CONFIGURATO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
gns3 vm,CONFIGURATO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
alteonos-32-4-6-0-rls-159_9cbc01fb-f804-4177-af17-05b503e0767b,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
alteonos-32-4-6-0-rls-159_4aff81df-27be-439b-b7fc-6cf722a6929c,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
alteonos-32-4-6-0-rls-159_e4fcc2c1-7b14-4d44-908e-2908061cf790,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
alteonos-32-4-1-50-rls-59_fec28734-c30c-4e00-b997-729d37ab1d2f,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
pebasp01v,CONFIGURATO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
pebasp02v,CONFIGURATO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
alteonos-32-4-6-0-rls-159_ba6fbc66-c21a-4f1c-81fa-f5c4be9c5984,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
ppcmvrni03v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
ppcmvrni02v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
portaleretefissa,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
nocsyslog01,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
openmeetings,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
consolesda-prod,OPERATIVO,BO_SERV_CORPOR_CRM,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
squid-v1,CONFIGURATO,BO_SERV_CORPOR_CRM,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
squid-v2,CONFIGURATO,BO_SERV_CORPOR_CRM,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
dns-p1,CONFIGURATO,BO_SERV_CORPOR_CRM,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
rmpv-liagas01,OPERATIVO,PV_TechnicalSupport,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
spcmnsxe09v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
spcmnsxe10v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
ctopcmnsxe09v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
ctopcmnsxe10v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
pure-vmware-appliance_4.1.2,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
spcmnsxtmvoip01v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
spcmnsxtmvoip02v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
spcmnsxtmvoip03v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
spcmnsxevoip01v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
spcmnsxevoip02v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
spcmnsxevoip03v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
spcmnsxevoip04v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
spcmnsxevoip05v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
alteonos-32-4-6-0-rls-159_34346978-6e41-4392-978c-93a90d569a26,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
eokmsvs01,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
emb2_sip-2,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
emb_mis_rm,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
emb_web_as_rm,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
alteonos-32-4-1-50-rls-59_7c742fcd-e519-46a1-a626-bf70727516f2,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
emb2_sip,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
pvoipeuas01c,CONFIGURATO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
emb2_stun_turn,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
emb2_sfu,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
iperf-test1,CONFIGURATO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
prmniosdns01c,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
ptopcmnsxtm01v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
ptopcmnsxe04v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
ptopcmnsxe01v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
ptopcmnsxe03v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
ptopcmnsxe06v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
ptopcmnsxe05v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
ptopcmnsxe02v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
ptopcmnsxtm03v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
ptopcmnsxtm02v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
ptopcmnsxebck02v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
ptopcmnsxetlc03v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
ptopcmnsxebck01v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
ptopcmnsxetlc01v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
ptopcmnsxetlc02v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
crm1pcmnsxtm01v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
crmpcmnsxe03v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
crmpcmnsxe02v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
crmpcmnsxe01v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
crmpcmnsxesccm01v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
crm1pcmnsxtm02v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
crm1pcmnsxtm03v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
crmpcmnsxebck01v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
crmpcmnsxesccm03v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
crmpcmnsxebck02v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
crmpcmnsxesccm02v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
rmcv-llandocp03,CONFIGURATO,PV_TechnicalSupport,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
rmcv-llandocp02,CONFIGURATO,PV_TechnicalSupport,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
conmemberdns,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
conmemberdns02,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
voip-checker-to,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
prm1pcmnsxtm01v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
prm1pcmnsxtm03v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
prm1pcmnsxtm02v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
prmpcmnsxe01v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
prmpcmnsxe02v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
prmpcmnsxe03v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
prmpcmnsxelb03v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
prmpcmnsxesccm03v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
prm1pcmnsxebck01v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
prmpcmnsxesccm02v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
prmpcmnsxestlc03v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
prmpcmnsxestlc01v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
prmpcmnsxestlc02v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
prmpcmnsxelb01v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
prmbpcmnsxebck01v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
prmpcmnsxesccm01v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
prm1pcmnsxebck02v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
prmbpcmnsxebck02v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
prmpcmnsxelb02v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
vmtest-xx_template,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
alteonos-32-4-6-0-rls-159_4fa801af-fea2-4fd8-a075-03df08c786a5,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
alteonos-32-4-1-50-rls-59_68a84c50-ef2a-4420-99f2-7003f19c1a4b,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
spappc01,OPERATIVO,PV_TechnicalSupport,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
nginx-dkrhost02,CONFIGURATO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
tsdvprt01v,OPERATIVO,BPI_Platform_Expert,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
tsnly01v,OPERATIVO,BPI_Platform_Expert,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
odns-p-as-v01,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
odns-p-as-v02,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
punlyc01v,CONFIGURATO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
punbgc01v,CONFIGURATO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
alteonos-32-4-1-50-rls-59_8de12a35-9d4b-43b5-a67f-226e6aa4eeeb,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
alteonos-32-4-6-0-rls-159_1f46e47e-01b1-47e2-be8d-5d83aab54012,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
alteonos-32-4-6-0-rls-159_54e71229-79ad-4a8b-9b3f-aa4406369a92,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
alteonos-32-4-6-0-rls-159_12005756-ae52-4589-8b3f-abd8ee3042a8,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
alteonos-32-4-6-0-rls-159_f8d24319-40c2-4d02-bf7b-753b736989ec,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
alteonos-32-4-6-0-rls-159_8763ac09-25b4-4040-86cd-48fa1bbd2e18,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
alteonos-32-4-6-0-rls-159_6e7ccdb1-10fb-4038-987c-a5b894beeb2e,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
nexp-p-eng-v03,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
nexp-p-eng-v02,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
vdc-c-mp-as-v01,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
odns-p-as-v04,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
nexp-p-eng-v01,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
odns-p-as-v03,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
rmas-ub0012,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
sic-p-thales-v02,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
sic-p-thales-v01,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
alteonos-32-4-6-0-rls-159_23e617dd-4542-4766-bfae-f4c6d2777fa0,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
alteonos-32-4-6-0-rls-159_1eaca7a1-80d5-4303-9ac9-6f0b22d3691b,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
alteonos-32-4-6-0-rls-159_852a8935-4255-410d-aa66-4cf02e3a774b,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
alteonos-32-4-6-0-rls-159_e567b5e1-7ced-4656-b27a-e61fafc39254,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
alteonos-32-4-6-0-rls-159_18a410fe-2689-4c71-96d0-6c33d826e8ad,OPERATIVO,Network Security,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
ppvdspapl01v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
rmpv-llandocp01,OPERATIVO,PV_TechnicalSupport,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
rmpv-llandocp02,OPERATIVO,PV_TechnicalSupport,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
tanly01v_02_12_2025,CONFIGURATO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
cp-template-9111220b-aa3c-438e-aae0-b2832f78c336,CONFIGURATO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
cp-replica-17ea845e-93d4-4771-b41f-f81ad33429b9,CONFIGURATO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
tptester,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
tadvprt02v,OPERATIVO,BPI_Platform_Expert,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
ced3cslg01,OPERATIVO,AM_SPL_LIN_UNI_MIDLW,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
ced3linux01,OPERATIVO,AM_SPL_LIN_UNI_MIDLW,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
prm1pcmnsxtm03v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
prm1pcmnsxtm01v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
prm1pcmnsxtm02v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
drtopcmnsxelb02v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
drtopcmnsxe02v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
drtopcmnsxelb01v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
