HOSTNAME,STATO,RESPONSABILE,SISTEMA OPERATIVO,DATA EOS,FONTE
drtopcmnsxe01v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
drtopcmnsxe03v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
drtopcmnsxelb03v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
tadvprt01v,OPERATIVO,BPI_Platform_Expert,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
tamng01v,OPERATIVO,BPI_Platform_Expert,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
tanly01v,OPERATIVO,BPI_Platform_Expert,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
cp-template-d0d92262-0b02-4276-94dc-4594abd82751,CONFIGURATO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
cp-template-ffad0f1e-fca7-457a-83c8-821a972116bc,CONFIGURATO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
pnetconas01v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
pnetconas01v,OPERATIVO,UNKNOWN,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
pure3-analytics,OPERATIVO,Virtualizzazione,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
pure5-analytics,OPERATIVO,Virtualizzazione,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
pure7-analytics,OPERATIVO,Virtualizzazione,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
pure2-analytics,OPERATIVO,Virtualizzazione,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
pure1-analytics,OPERATIVO,Virtualizzazione,Linux Ubuntu (64-bit),01/04/2028 00:00,DMU
EUR-MS-EDGE-1,OPERATIVO,TLC,Linux Ubuntu 16.04.6 LTS,01/04/2026 00:00,DMU
EUR-MS-EDGE-TIM-1,OPERATIVO,TLC,Linux Ubuntu 16.04.6 LTS,01/04/2026 00:00,DMU
EUR-MS-EDGE-FW-1,OPERATIVO,TLC,Linux Ubuntu 16.04.6 LTS,01/04/2026 00:00,DMU
TO-MS-EDGE-1,OPERATIVO,TLC,Linux Ubuntu 16.04.6 LTS,01/04/2026 00:00,DMU
TO-MS-EDGE-TIM-1,OPERATIVO,TLC,Linux Ubuntu 16.04.6 LTS,01/04/2026 00:00,DMU
TO-MS-EDGE-FW-1,OPERATIVO,TLC,Linux Ubuntu 16.04.6 LTS,01/04/2026 00:00,DMU
prmbfefin01esx01,OPERATIVO,Virtualizzazione,ESXi 7.0.2,01/04/2025 00:00,DMU
prmbfefin01esx02,OPERATIVO,Virtualizzazione,ESXi 7.0.2,01/04/2025 00:00,DMU
prmbfefin01esx03,OPERATIVO,Virtualizzazione,ESXi 7.0.2,01/04/2025 00:00,DMU
prm1voippcm01esx03,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
PCSQLRMBPIL05,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
PCSQLRMBPIL06,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
PESXMPCCUTO01ESX01,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
PESXMPCCUTO01ESX02,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
PESXMPCCUTO01ESX03,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
PRM1COMPVDI03ESX01,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
PRM1COMPVDI03ESX02,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
PRM1COMPVDI03ESX03,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
PRM1EXCHESX03,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
PRM1MGCP01ESX09,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
PT40823199,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
PT40823200,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
PTOALSI03,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
PTOALSIESX01,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
PTOALSIESX02,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
PTOALSIESX03,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
PTOALSIESX04,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
PTOALSIESX05,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
PTOALSIESX06,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
PTOALSIESX07,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
PTOALSIESX08,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
PTOALSIESX10,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
PTOFESIESX01,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
PTOFESIESX02,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
PTOFESIESX03,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
PTOFESIESX04,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
PRM1COMPVDI03ESX04,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
PRM1EXCHESX02,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
ESX1.GEN3GPPITO.CLOUDCOLL.POSTE.IT,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
ESX1.GEN3GPPITO.CLOUDSVIL.POSTE.IT,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
ESX2.GEN3GPPITO.CLOUDCOLL.POSTE.IT,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
ESX2.GEN3GPPITO.CLOUDSVIL.POSTE.IT,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
drtoedgepcm01esx03,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
drtoedgepcm01esx02,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
drtoedgepcm01esx01,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
sesxalto18,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
drtopilinfr01esx01,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
CTO3OPPL01ESX10,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
CTO3OPPL01ESX13,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
CTO3OPPL01ESX12,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
cto3oppl01esx11,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
pesxpilto14,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
pesxpilto13,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
pesxpilto12,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
pesxpilto11,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
pesxpilto10,OPERATIVO,UNKNOWN,ESXi 7.0.2,01/04/2025 00:00,DMU
rmsv-loraodi01,OPERATIVO,PV_TechnicalSupport,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
rmpv-lodiedq01,OPERATIVO,PV_TechnicalSupport,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
rmpv-lodiedq02,OPERATIVO,PV_TechnicalSupport,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
rmcv-loraodi02,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
rmcv-loraodi01,OPERATIVO,PV_TechnicalSupport,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
oracle12c-smalltemplate,CONFIGURATO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
orasmrac,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
c69n2paca,CONFIGURATO,AM_SCE_SAPCORPORATE,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
nnm6hpov,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
nnm7hpov,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
nnm8hpov,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
rmpv-lpassbck01,CONFIGURATO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
rmpv-lsisxvbck01,CONFIGURATO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
pocds-pdi6-db01,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
pocds-pdi4-db01,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
template-oel7.4-x64-db-12cr2,CONFIGURATO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
popdi-p-sb-db01,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
scp-p-po-db-v01,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
template-oel6.7-x64-db12c,CONFIGURATO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
rm-ged-cs-59,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
ecb-p-ql-as-v04,CONFIGURATO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
ecb-c-fe-as-v01,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
rm-ged-cs-n08,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
rm-ged-cs-58,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
rm-ged-cs-n10,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
rm-ged-cs-54,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
ecb-p-ql-as-v02,CONFIGURATO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
ecb-p-ql-as-v03,CONFIGURATO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
rm-ged-cs-n07,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
rm-ged-cs-n06,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
rm-ged-cs-n05,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
rm-ged-cs-55,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
ecb-p-ql-as-v01,CONFIGURATO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
rm-ged-cs-n04,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
rm-ged-cs-n09,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
ecb-p-fe-as-v01,CONFIGURATO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
rm-ged-cs-56,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
ecb-p-fe-as-v02,CONFIGURATO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
rm-ged-cs-68,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
ecb-p-do-cs-v04,CONFIGURATO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
rm-ged-cs-63,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
rm-ged-as-67,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
tpi-p-od-as-v01,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
wt-p-as-v05,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
f23-p-do-as-v02,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
gec-p-do-as-xpe-v01,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
wt-p-as-v02,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
f23-c-do-as-v02,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
rm-ged-cs-69,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
wt-p-as-be-v01,OPERATIVO,UNKNOWN,Linux Oracle 4/5/6/7 (64-bit),01/12/2024 00:00,DMU
pdr-aaop-wtnsql,OPERATIVO,Virtualizzazione,Windows 2016 (64-bit),01/01/2027 00:00,DMU
vm-almserver2,OPERATIVO,Virtualizzazione,Windows 2016 (64-bit),01/01/2027 00:00,DMU
vm-controller2,OPERATIVO,Virtualizzazione,Windows 2016 (64-bit),01/01/2027 00:00,DMU
beacons1,CONFIGURATO,Virtualizzazione,Windows 2016 (64-bit),01/01/2027 00:00,DMU
beacons2,CONFIGURATO,Virtualizzazione,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pdpostws01a,OPERATIVO,FinAppOps,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pdpostws02a,OPERATIVO,FinAppOps,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pdpostdb01a,OPERATIVO,FinAppOps,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pdpostdb02a,OPERATIVO,FinAppOps,Windows 2016 (64-bit),01/01/2027 00:00,DMU
svilgateway,OPERATIVO,Network Security,Windows 2016 (64-bit),01/01/2027 00:00,DMU
certgateway,OPERATIVO,Network Security,Windows 2016 (64-bit),01/01/2027 00:00,DMU
bpol2k16-fs01,OPERATIVO,FinAppOps,Windows 2016 (64-bit),01/01/2027 00:00,DMU
bpol2k16-fs02,OPERATIVO,FinAppOps,Windows 2016 (64-bit),01/01/2027 00:00,DMU
datamigr,OPERATIVO,FinAppOps,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pcmboiiocs47v,OPERATIVO,AM_SPL_Logistica_Tracciatura_Recapito,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pcmboiidco01v,OPERATIVO,AM_SPL_Logistica_Tracciatura_Recapito,Windows 2016 (64-bit),01/01/2027 00:00,DMU
wec-cmpmc,CONFIGURATO,UNKNOWN,Windows 2016 (64-bit),01/01/2027 00:00,DMU
wintestvsan2_r6,CONFIGURATO,UNKNOWN,Windows 2016 (64-bit),01/01/2027 00:00,DMU
t1_vm,CONFIGURATO,UNKNOWN,Windows 2016 (64-bit),01/01/2027 00:00,DMU
vm-qc,OPERATIVO,Virtualizzazione,Windows 2016 (64-bit),01/01/2027 00:00,DMU
vm-pcserver2,OPERATIVO,Virtualizzazione,Windows 2016 (64-bit),01/01/2027 00:00,DMU
vm-pcserver,OPERATIVO,Virtualizzazione,Windows 2016 (64-bit),01/01/2027 00:00,DMU
backuppalo-dd,OPERATIVO,Virtualizzazione,Windows 2016 (64-bit),01/01/2027 00:00,DMU
rmpv-wappxlay06,CONFIGURATO,PV_TechnicalSupport,Windows 2016 (64-bit),01/01/2027 00:00,DMU
rmcv-wunits31-clone,CONFIGURATO,UNKNOWN,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pvsan-cla,OPERATIVO,Virtualizzazione,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pvm-posteit-sp1,OPERATIVO,WebOps,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pvsan-rep-pmin,OPERATIVO,Virtualizzazione,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pvsan-rep-db01,OPERATIVO,Virtualizzazione,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pvsan-rep-as01,OPERATIVO,Virtualizzazione,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pvm-mgtnet4,OPERATIVO,Network Security,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pboarb23c,CONFIGURATO,UNKNOWN,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pboarb19c,CONFIGURATO,UNKNOWN,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pboarb27c,CONFIGURATO,UNKNOWN,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pboarb45c,CONFIGURATO,UNKNOWN,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pboarb15c,CONFIGURATO,UNKNOWN,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pboarb09c,CONFIGURATO,UNKNOWN,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pboarb42c,CONFIGURATO,UNKNOWN,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pboarb05c,CONFIGURATO,UNKNOWN,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pboarb22c,CONFIGURATO,UNKNOWN,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pboarb20c,CONFIGURATO,UNKNOWN,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pboarb02c,CONFIGURATO,UNKNOWN,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pboarb53c,CONFIGURATO,UNKNOWN,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pboarb03c,CONFIGURATO,UNKNOWN,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pboarb07c,CONFIGURATO,UNKNOWN,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pboarb14c,CONFIGURATO,UNKNOWN,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pboarb36c,CONFIGURATO,UNKNOWN,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pboarb43c,CONFIGURATO,UNKNOWN,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pboarb26c,CONFIGURATO,UNKNOWN,Windows 2016 (64-bit),01/01/2027 00:00,DMU
pboarb49c,CONFIGURATO,UNKNOWN,Windows 2016 (64-bit),01/01/2027 00:00,DMU
