HOSTNAME,STATO,RESPONSABILE,SISTEMA OPERATIVO,DATA EOS
PST-RM-VD-066,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-067,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-068,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-069,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-070,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-071,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-072,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-073,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-074,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-076,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-077,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-078,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-079,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-080,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-081,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-082,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-083,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-084,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-085,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-086,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-087,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-089,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-090,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-091,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-092,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-093,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-094,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-095,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-096,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-097,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-098,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-099,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-100,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-101,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-102,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-103,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-104,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-105,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-106,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-107,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-108,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-109,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-110,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-111,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-112,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-113,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-114,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-115,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-116,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-118,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-119,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-120,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-121,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-122,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-123,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-124,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-125,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-126,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-128,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-129,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-130,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-131,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-132,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-133,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-134,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-135,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-136,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-137,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-138,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-139,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-140,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-141,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-142,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-143,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-144,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-145,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-146,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-147,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-148,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-149,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-150,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-151,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-152,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-153,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-154,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-155,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-156,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-157,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-158,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-159,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-161,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-162,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-163,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-164,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-166,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-167,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-171,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-173,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-174,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-175,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-176,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-177,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-178,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-179,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-180,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-181,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-182,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-183,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-184,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-185,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-186,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-187,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-188,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-189,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-190,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-191,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-192,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-193,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-194,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-195,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-206,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-207,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-208,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-209,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-210,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-211,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-212,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-213,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-214,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-215,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-216,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-217,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-218,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-219,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-221,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-222,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-223,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-224,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-225,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-226,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-227,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-228,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
PST-RM-VD-229,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
RMPV-WAIMAS01,OPERATIVO,PV_TechnicalSupport,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
RMPV-WDEVRGI01,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
RMPV-WREPSAP01,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
RMPV-WREPSAP02,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
RMPV-WRPAGP21,OPERATIVO,PV_TechnicalSupport,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
RMPV-WRPAGP22,OPERATIVO,PV_TechnicalSupport,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
RMPV-WRPAGP23,OPERATIVO,PV_TechnicalSupport,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
RMPV-WRPAGP24,OPERATIVO,PV_TechnicalSupport,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
RMPV-WRPAGP25,OPERATIVO,PV_TechnicalSupport,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
RMPV-WSIBA01,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
RMPV-WWKSDR15,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
RMPV-WWKSDR16,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
RMPV-WWKSDR17,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
RMPV-WWKSDR18,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
RMPV-WWKSDR19,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
RMPV-WWKSIL01,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
RMPV-WWKSIL02,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
RMPV-WWKSIL03,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
RMPV-WWKSIL04,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
SAA_ALM_VM,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
SAA_ALM_VM_2,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
SAA_ALM_VM_3,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
SAA_ALM_VM_4,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
SAA_ALM_VM_5,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
SCCM-S-VDPOS-01,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
SCCM-S-VDPOS-02,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
SCPWIN10-V,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
SERNOL10-V,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
SHARP-MAIN,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
SIMCEL10-V,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
STECAT10-V,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
SVIL-RM-VD-009,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
SVIL-RM-VD-011,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
SVIL-RM-VD-012,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
TEMPLATE_W10_22H2_ENT_ITA,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
TEMPLATE-VDI-W10-ENT,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
TEMPLATE-VD-WINDOWS11,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
TEMPLATE-WINDOWS-10-ENT,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
TEMPLATE-WINDOWS-10-ENT-NEW,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
TEST_NEW_ADS,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
TNX1999C001,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
TPL_WIN10PRO64ITA_OEM,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
TRM7856C003,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
TRM7860C990,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
TSX1999C001,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
UNX1999C001,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
URC1235C001,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
URM2L04C102,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
USX1999C001,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VD000W11,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VD007000,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VD007001,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VD007002,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VD007003,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VD007004,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VD007005,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VD007006,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VD007007,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VD007008,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VD007009,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VD007010,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VD007011,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VD007012,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VD007013,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VD00-VRPXE-V01,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIDBPCL01V,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIDEFENDERSHR,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMASTER10LENIN,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMASTERADSDR,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMASTERBPDR,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMASTERDEL,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMASTERITSP,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMASTERNEXIVECERT,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMASTERNEXIVECOLL,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMASTERSCR_TEST,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMASTERSDA,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
VDIMASTERSECROOM,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),2025-12-01 00:00:00
