HOSTNAME,STATO,RESPONSABILE,SISTEMA OPERATIVO,DATA EOS,FONTE
VD007012,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VD007013,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VD00-VRPXE-V01,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIDBPCL01V,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIDEFENDERSHR,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMASTER10LENIN,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMASTERADSDR,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMASTERBPDR,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMASTERDEL,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMASTERITSP,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMASTERNEXIVECERT,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMASTERNEXIVECOLL,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMASTERSCR_TEST,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMASTERSDA,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMASTERSECROOM,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTADSLGPO,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTADSPLUS,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTADSPLUS_24_07_2024_CLON,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTADSSCCM,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTADSSCCM,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTADSSCCM_MIG,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTADSSDA,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTADSSIST,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTADSVIP,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTADSW10,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTBASE01V,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTBOLLA,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTCC01V,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTCC01V_OLD,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTCC02V,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTCONTFACT,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTCS01V,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTFRBW10V,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTGUW10V,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTNEXIVE,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTPCL02V,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTPCL2W10V,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTPE01V,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTSAP01V,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTSBO01V,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTSCR_NEW,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTSDA-TEMPLATE,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTSDESK,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTSEC,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTSYSTEM,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTTAIMG,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTVCD,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTVCD01V,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTVCDW10,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDIMSTVSINW10,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDI-PROVVM,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDI-PROVVM-B,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDISHARECC,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDISYSTSDA,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDITEMPLATENEXIVECOLLAUDO,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDITESTDRRIN,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDITESTUPSTAB,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VDITSHARENEXIVE,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VMMIGRAZIONEMEDIA,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
VPN-AUTFIL5,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
WIN10_1803_ITSOC,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
WIN10_MASTER_1809_AV,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
WIN10_PRINTERPLC,OPERATIVO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
WIN10-BS,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
WIN10BZMDE,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
WIN10-MASTER,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
WIN10-PARENT01,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
WINDOWS_10_1909,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
WINDOWS10_1809_TEMPLATE,CONFIGURATO,UNKNOWN,MICROSOFT WINDOWS 10 (64-BIT),01/12/2025 00:00,DMU
